team_1_name,team_2_name,team_1_score,team_2_score,win_commnet,team_1_fall_of_wickets,team_2_fall_of_wickets,series_name,Toss_details,Player_Of_The_Match,Match_number,Season
South Africa,New Zealand,174/9,173/7 (50 ov),South Africa won by 1 run,"Fall of wickets: 1-14 (Gary Kirsten), 2-41 (Herschelle Gibbs), 3-71 (Pat Symcox), 4-72 (Hansie Cronje), 5-73 (Lance Klusener), 6-99 (Jonty Rhodes), 7-153 (Jacques Kallis), 8-155 (Brian McMillan), 9-174 (Shaun Pollock)","Fall of wickets: 1-5 (Matt Horne), 2-6 (Nathan Astle), 3-45 (Chris Cairns), 4-83 (Stephen Fleming), 5-89 (Craig McMillan), 6-97 (Adam Parore), 7-111 (Roger Twose)",Australian Tri Series (CB Series),"South Africa , elected to bat first",Lance Klusener,1997/98,11 December 1997 (50-over match)
England,India,250,243 (49.3/50 ov),England won by 7 runs,"Fall of wickets: 1-42 (Ali Brown), 2-131 (Nick Knight), 3-209 (Graeme Hick), 4-211 (Alec Stewart), 5-215 (Adam Hollioake), 6-218 (Graham Thorpe), 7-232 (Matthew Fleming), 8-237 (Mark Ealham), 9-248 (Robert Croft), 10-250 (Dougie Brown)","Fall of wickets: 1-60 (Saba Karim), 2-64 (Sourav Ganguly), 3-65 (Navjot Sidhu), 4-74 (Mohammad Azharuddin), 5-182 (Ajay Jadeja), 6-207 (Robin Singh), 7-221 (Anil Kumble), 8-232 (Sachin Tendulkar), 9-237 (Javagal Srinath), 10-243 (Rajesh Chauhan)",Sharjah Champions Trophy,"India , elected to field first",Alec Stewart,1997/98,11 December 1997 - day/night match (50-over match)
West Indies,Pakistan,275/7,232 (46/50 ov),West Indies won by 43 runs,"Fall of wickets: 1-81 (Philo Wallace), 2-160 (Stuart Williams), 3-217 (Carl Hooper), 4-243 (Brian Lara), 5-266 (Phil Simmons), 6-271 (Franklyn Rose), 7-271 (David Williams)","Fall of wickets: 1-24 (Aamer Sohail), 2-91 (Saeed Anwar), 3-124 (Shahid Afridi), 4-135 (Ijaz Ahmed), 5-178 (Akhtar Sarfraz), 6-204 (Inzamam-ul-Haq), 7-222 (Moin Khan), 8-229 (Azhar Mahmood), 9-230 (Wasim Akram), 10-232 (Waqar Younis)",Sharjah Champions Trophy,"West Indies , elected to bat first",Brian Lara,1997/98,12 December 1997 - day/night match (50-over match)
West Indies,England,197/7,198/6 (45.5/50 ov),England won by 4 wickets (with 25 balls remaining),"Fall of wickets: 1-0 (Philo Wallace), 2-0 (Brian Lara), 3-50 (Stuart Williams), 4-77 (Shivnarine Chanderpaul), 5-143 (Phil Simmons), 6-151 (David Williams), 7-181 (Rawl Lewis)","Fall of wickets: 1-21 (Ali Brown), 2-45 (Alec Stewart), 3-53 (Nick Knight), 4-100 (Graeme Hick), 5-123 (Adam Hollioake), 6-173 (Graham Thorpe)",Sharjah Champions Trophy,"West Indies , elected to bat first",Carl Hooper,1997/98,13 December 1997 - day/night match (50-over match)
India,Pakistan,239/7,243/6 (47.2/50 ov),Pakistan won by 4 wickets (with 16 balls remaining),"Fall of wickets: 1-31 (Saba Karim), 2-143 (Navjot Sidhu), 3-143 (Robin Singh), 4-147 (Sachin Tendulkar), 5-200 (Sourav Ganguly), 6-224 (Ajay Jadeja), 7-239 (Mohammad Azharuddin)","Fall of wickets: 1-48 (Shahid Afridi), 2-79 (Ijaz Ahmed), 3-93 (Akhtar Sarfraz), 4-102 (Manzoor Akhtar), 5-144 (Inzamam-ul-Haq), 6-226 (Saeed Anwar)",Sharjah Champions Trophy,"India , elected to bat first",Saeed Anwar,1997/98,14 December 1997 - day/night match (50-over match)
England,Pakistan,215/9,207 (49/50 ov),England won by 8 runs,"Fall of wickets: 1-71 (Ali Brown), 2-108 (Alec Stewart), 3-121 (Nick Knight), 4-126 (Graham Thorpe), 5-168 (Adam Hollioake), 6-180 (Graeme Hick), 7-185 (Mark Ealham), 8-185 (Matthew Fleming), 9-203 (Robert Croft)","Fall of wickets: 1-1 (Shahid Afridi), 2-5 (Aamer Sohail), 3-99 (Saeed Anwar), 4-99 (Ijaz Ahmed), 5-134 (Akhtar Sarfraz), 6-152 (Moin Khan), 7-177 (Wasim Akram), 8-185 (Manzoor Akhtar), 9-207 (Azhar Mahmood), 10-207 (Saqlain Mushtaq)",Sharjah Champions Trophy,"England , elected to bat first",Manzoor Akhtar,1997/98,15 December 1997 - day/night match (50-over match)
West Indies,India,229/6,188 (42.2/50 ov),West Indies won by 41 runs,"Fall of wickets: 1-26 (Philo Wallace, 6.2 ov), 2-63 (Brian Lara, 13.5 ov), 3-134 (Carl Hooper, 30.5 ov), 4-164 (Shivnarine Chanderpaul, 37.6 ov), 5-202 (Phil Simmons, 46.2 ov), 6-227 (Franklyn Rose, 49.3 ov)","Fall of wickets: 1-87 (Navjot Sidhu, 19.2 ov), 2-126 (Sourav Ganguly, 28.1 ov), 3-127 (Sachin Tendulkar, 28.4 ov), 4-136 (Mohammad Azharuddin, 31.1 ov), 5-140 (Rahul Dravid, 32.1 ov), 6-162 (Ajay Jadeja, 36.6 ov), 7-177 (Saba Karim, 39.5 ov), 8-187 (Anil Kumble, 41.2 ov), 9-187 (Javagal Srinath, 41.3 ov), 10-188 (Venkatesh Prasad, 42.2 ov)",Sharjah Champions Trophy,"India , elected to field first",Stuart Williams,1997/98,16 December 1997 - day/night match (50-over match)
New Zealand,Australia,141,142/4 (38.5/50 ov),Australia won by 6 wickets (with 67 balls remaining),"Fall of wickets: 1-5 (Matt Horne, 1.4 ov), 2-9 (Chris Cairns, 2.4 ov), 3-19 (Stephen Fleming, 6.1 ov), 4-45 (Craig McMillan, 12.6 ov), 5-45 (Roger Twose, 13.1 ov), 6-45 (Nathan Astle, 13.2 ov), 7-75 (Adam Parore, 24.5 ov), 8-108 (Daniel Vettori, 35.4 ov), 9-108 (Gavin Larsen, 35.6 ov), 10-141 (Shayne O'Connor, 49.3 ov)","Fall of wickets: 1-17 (Michael Di Venuto, 5.1 ov), 2-22 (Mark Waugh, 7.2 ov), 3-22 (Steve Waugh, 7.4 ov), 4-117 (Michael Bevan, 31.6 ov)",Australian Tri Series (CB Series),"New Zealand , elected to bat first",Michael Bevan,1997/98,17 December 1997 - day/night match (50-over match)
West Indies,England,235/7,239/7 (48.1/50 ov),England won by 3 wickets (with 11 balls remaining),"Fall of wickets: 1-97 (Stuart Williams, 21.4 ov), 2-101 (Brian Lara, 22.3 ov), 3-164 (Shivnarine Chanderpaul, 36.6 ov), 4-174 (Carl Hooper, 39.2 ov), 5-174 (Roland Holder, 39.5 ov), 6-200 (Rawl Lewis, 45.3 ov), 7-200 (Franklyn Rose, 45.4 ov)","Fall of wickets: 1-14 (Ali Brown, 3.6 ov), 2-89 (Nick Knight, 20.3 ov), 3-107 (Graeme Hick, 23.5 ov), 4-107 (Alec Stewart, 24.1 ov), 5-152 (Adam Hollioake, 36.6 ov), 6-165 (Mark Ealham, 40.4 ov), 7-235 (Matthew Fleming, 47.6 ov)",Sharjah Champions Trophy,"West Indies , elected to bat first",Graham Thorpe,Saqlain Mushtaq,Shivnarine Chanderpaul
Sri Lanka,India,172/9,"173/3 (37.5/43 ov, target 173)",India won by 7 wickets (with 31 balls remaining),"Fall of wickets: 1-5 (Sanath Jayasuriya, 1.5 ov), 2-22 (Marvan Atapattu, 7.5 ov), 3-30 (Aravinda de Silva, 11.5 ov), 4-92 (Arjuna Ranatunga, 27.1 ov), 5-133 (Romesh Kaluwitharana, 35.6 ov), 6-152 (Kumar Dharmasena, 39.3 ov), 7-156 (Roshan Mahanama, 41.2 ov), 8-161 (Upul Chandana, 41.6 ov), 9-167 (Muttiah Muralitharan, 43.5 ov)","Fall of wickets: 1-16 (Ajay Jadeja, 5.4 ov), 2-26 (Sourav Ganguly, 8.3 ov), 3-94 (Navjot Sidhu, 22.5 ov)",Sri Lanka tour of India 1997/98,"India , elected to field first",Robin Singh,ODI no. 1267,1997/98
India,Sri Lanka,228/6,229/5 (48.2/50 ov),Sri Lanka won by 5 wickets (with 10 balls remaining),"Fall of wickets: 1-131 (Ajay Jadeja, 31.2 ov), 2-134 (Sourav Ganguly, 32.1 ov), 3-152 (Sachin Tendulkar, 36.3 ov), 4-181 (Mohammad Azharuddin, 42.4 ov), 5-190 (Navjot Sidhu, 44.6 ov), 6-223 (Nayan Mongia, 48.5 ov)","Fall of wickets: 1-19 (Sanath Jayasuriya, 3.1 ov), 2-51 (Marvan Atapattu, 11.6 ov), 3-112 (Roshan Mahanama, 25.3 ov), 4-164 (Arjuna Ranatunga, 36.4 ov), 5-220 (Romesh Kaluwitharana, 46.3 ov)",Sri Lanka tour of India 1997/98,"India , elected to bat first",Aravinda de Silva,3-match series drawn 1-1,ODI no. 1269
South Africa,New Zealand,300/6,298/9 (50 ov),South Africa won by 2 runs,"Fall of wickets: 1-100 (Lance Klusener, 18.3 ov), 2-167 (Jacques Kallis, 30.2 ov), 3-231 (Gary Kirsten, 39.4 ov), 4-241 (Herschelle Gibbs, 41.6 ov), 5-269 (Hansie Cronje, 46.2 ov), 6-277 (Jonty Rhodes, 48.2 ov)","Fall of wickets: 1-24 (Craig Spearman, 4.4 ov), 2-84 (Nathan Astle, 18.6 ov), 3-88 (Stephen Fleming, 20.1 ov), 4-94 (Craig McMillan, 22.3 ov), 5-97 (Matt Horne, 24.2 ov), 6-124 (Chris Harris, 30.4 ov), 7-197 (Chris Cairns, 38.4 ov), 8-266 (Adam Parore, 46.2 ov), 9-298 (Dion Nash, 49.6 ov)",Australian Tri Series (CB Series),"South Africa , elected to bat first",Gary Kirsten,1997/98,9 January 1998 - day/night match (50-over match)
Bangladesh,India,190,"191/6 (46.2/48 ov, target 191)",India won by 4 wickets (with 10 balls remaining),"Fall of wickets: 1-4 (Javed Omar, 1.5 ov), 2-16 (Shahriar Hossain, 8.1 ov), 3-19 (Sanwar Hossain, 10.6 ov), 4-22 (Akram Khan, 13.5 ov), 5-131 (Khaled Mahmud, 39.2 ov), 6-158 (Mohammad Rafique, 42.5 ov), 7-171 (Khaled Mashud, 45.1 ov), 8-179 (Hasibul Hossain, 46.1 ov), 9-179 (Shafiuddin Ahmed, 46.5 ov), 10-190 (Shariful Haque, 47.6 ov)","Fall of wickets: 1-0 (Navjot Sidhu, 0.5 ov), 2-14 (Sourav Ganguly, 3.5 ov), 3-135 (Sachin Tendulkar, 31.5 ov), 4-162 (Ajay Jadeja, 40.5 ov), 5-167 (Mohammad Azharuddin, 41.2 ov), 6-190 (Robin Singh, 44.5 ov)",Silver Jubilee Independence Cup,"India , elected to field first",Javagal Srinath,1997/98,10 January 1998 (50-over match)
India,Pakistan,245/7,"227/9 (37 ov, target 246)",India won by 18 runs,"Fall of wickets: 1-14 (Sourav Ganguly, 2.6 ov), 2-126 (Sachin Tendulkar, 16.5 ov), 3-215 (Navjot Sidhu, 31.2 ov), 4-236 (Ajay Jadeja, 34.3 ov), 5-239 (Robin Singh, 35.2 ov), 6-243 (Sairaj Bahutule, 36.2 ov), 7-243 (Mohammad Azharuddin, 36.3 ov)","Fall of wickets: 1-5 (Shahid Afridi, 1.1 ov), 2-44 (Ijaz Ahmed, 5.4 ov), 3-44 (Aamer Sohail, 6.1 ov), 4-62 (Saeed Anwar, 9.1 ov), 5-146 (Manzoor Akhtar, 26.1 ov), 6-185 (Inzamam-ul-Haq, 30.2 ov), 7-197 (Azhar Mahmood, 31.5 ov), 8-214 (Saqlain Mushtaq, 34.4 ov), 9-227 (Fazl-e-Akbar, 36.6 ov)",Silver Jubilee Independence Cup,"Pakistan , elected to field first",Mohammad Azharuddin,1997/98,11 January 1998 (50-over match)
Australia,South Africa,235/8,236/5 (47.3/50 ov),South Africa won by 5 wickets (with 15 balls remaining),"Fall of wickets: 1-68 (Stuart Law, 14.3 ov), 2-75 (Mark Waugh, 16.3 ov), 3-131 (Darren Lehmann, 30.3 ov), 4-140 (Steve Waugh, 32.4 ov), 5-140 (Ricky Ponting, 33.1 ov), 6-192 (Adam Gilchrist, 44.2 ov), 7-203 (Paul Reiffel, 46.2 ov), 8-217 (Shane Warne, 47.5 ov)","Fall of wickets: 1-41 (Lance Klusener, 8.6 ov), 2-72 (Pat Symcox, 15.5 ov), 3-151 (Gary Kirsten, 30.5 ov), 4-189 (Jacques Kallis, 37.6 ov), 5-192 (Herschelle Gibbs, 38.5 ov)",Australian Tri Series (CB Series),"Australia , elected to bat first",Gary Kirsten,1997/98,11 January 1998 - day/night match (50-over match)
Bangladesh,Pakistan,134,"136/1 (24.2/41 ov, target 135)",Pakistan won by 9 wickets (with 100 balls remaining),"Fall of wickets: 1-33 (Habibul Bashar, 12.4 ov), 2-38 (Javed Omar, 13.6 ov), 3-52 (Aminul Islam, 18.6 ov), 4-59 (Sanwar Hossain, 21.5 ov), 5-76 (Akram Khan, 28.2 ov), 6-100 (Khaled Mahmud, 33.2 ov), 7-116 (Khaled Mashud, 36.5 ov), 8-126 (Mohammad Rafique, 38.2 ov), 9-134 (Hasibul Hossain, 39.2 ov), 10-134 (Zakir Hossain, 39.3 ov)","Fall of wickets: 1-43 (Shahid Afridi, 5.6 ov)",Silver Jubilee Independence Cup,"Pakistan , elected to field first",Saqlain Mushtaq,1997/98,12 January 1998 (50-over match)
Pakistan,India,212/8,"213/2 (37.1/46 ov, target 213)",India won by 8 wickets (with 53 balls remaining),"Fall of wickets: 1-45 (Shahid Afridi, 11.3 ov), 2-73 (Aamer Sohail, 16.5 ov), 3-95 (Saeed Anwar, 23.4 ov), 4-142 (Ijaz Ahmed, 35.1 ov), 5-155 (Inzamam-ul-Haq, 37.2 ov), 6-172 (Manzoor Akhtar, 41.3 ov), 7-173 (Rashid Latif, 42.2 ov), 8-197 (Azhar Mahmood, 44.3 ov)","Fall of wickets: 1-159 (Sachin Tendulkar, 24.6 ov), 2-182 (Sourav Ganguly, 30.1 ov)",Silver Jubilee Independence Cup,"Pakistan , elected to bat first",Sachin Tendulkar,ODI no. 1276,1997/98
Australia,New Zealand,250,119 (33.1/50 ov),Australia won by 131 runs,"Fall of wickets: 1-18 (Jimmy Maher, 4.5 ov), 2-22 (Stuart Law, 5.3 ov), 3-36 (Ian Harvey, 8.6 ov), 4-168 (Darren Lehmann, 33.5 ov), 5-190 (Ricky Ponting, 37.3 ov), 6-217 (Michael Bevan, 43.3 ov), 7-217 (Tom Moody, 43.5 ov), 8-250 (Paul Reiffel, 47.3 ov), 9-250 (Adam Gilchrist, 47.4 ov), 10-250 (Paul Wilson, 47.5 ov)","Fall of wickets: 1-11 (Craig Spearman, 2.3 ov), 2-51 (Bryan Young, 11.2 ov), 3-53 (Matt Horne, 12.3 ov), 4-78 (Craig McMillan, 17.3 ov), 5-86 (Chris Cairns, 22.1 ov), 6-99 (Chris Harris, 25.5 ov), 7-101 (Adam Parore, 26.4 ov), 8-109 (Dion Nash, 29.1 ov), 9-118 (Stephen Fleming, 32.2 ov), 10-119 (Daniel Vettori, 33.1 ov)",Australian Tri Series (CB Series),"Australia , elected to bat first",Ricky Ponting,1997/98,14 January 1998 - day/night match (50-over match)
India,Pakistan,189,193/4 (31.3/50 ov),Pakistan won by 6 wickets (with 111 balls remaining),"Fall of wickets: 1-5 (Sachin Tendulkar, 1.3 ov), 2-82 (Sourav Ganguly, 17.6 ov), 3-96 (Navjot Sidhu, 23.5 ov), 4-116 (Mohammad Azharuddin, 29.4 ov), 5-124 (Robin Singh, 33.3 ov), 6-151 (Nayan Mongia, 40.5 ov), 7-167 (Ajay Jadeja, 43.3 ov), 8-182 (Sairaj Bahutule, 46.2 ov), 9-184 (Javagal Srinath, 48.1 ov), 10-189 (Debasis Mohanty, 49.5 ov)","Fall of wickets: 1-31 (Shahid Afridi, 2.5 ov), 2-105 (Saeed Anwar, 13.4 ov), 3-123 (Aamer Sohail, 18.3 ov), 4-189 (Inzamam-ul-Haq, 30.5 ov)",Silver Jubilee Independence Cup,"India , elected to bat first",Mohammad Hussain,ODI no. 1277,1997/98
South Africa,New Zealand,233/7,166 (45.1/50 ov),South Africa won by 67 runs,"Fall of wickets: 1-7 (Lance Klusener, 0.4 ov), 2-97 (Gary Kirsten, 19.3 ov), 3-170 (Daryll Cullinan, 36.2 ov), 4-194 (Jacques Kallis, 42.3 ov), 5-199 (Herschelle Gibbs, 43.6 ov), 6-203 (Jonty Rhodes, 45.1 ov), 7-211 (Hansie Cronje, 46.5 ov)","Fall of wickets: 1-30 (Craig Spearman, 6.1 ov), 2-60 (Bryan Young, 13.2 ov), 3-86 (Craig McMillan, 17.5 ov), 4-89 (Stephen Fleming, 18.4 ov), 5-122 (Nathan Astle, 30.1 ov), 6-127 (Chris Cairns, 32.2 ov), 7-138 (Chris Harris, 35.4 ov), 8-144 (Adam Parore, 38.3 ov), 9-151 (Daniel Vettori, 40.3 ov), 10-166 (Dion Nash, 45.1 ov)",Australian Tri Series (CB Series),"South Africa , elected to bat first",Jacques Kallis,1997/98,16 January 1998 - day/night match (50-over match)
Pakistan,India,314/5,"316/7 (47.5/48 ov, target 315)",India won by 3 wickets (with 1 ball remaining),"Fall of wickets: 1-30 (Shahid Afridi, 5.4 ov), 2-66 (Aamer Sohail, 11.6 ov), 3-296 (Saeed Anwar, 45.4 ov), 4-302 (Ijaz Ahmed, 46.4 ov), 5-314 (Azhar Mahmood, 47.6 ov)","Fall of wickets: 1-71 (Sachin Tendulkar, 8.2 ov), 2-250 (Robin Singh, 38.1 ov), 3-268 (Mohammad Azharuddin, 41.2 ov), 4-274 (Sourav Ganguly, 42.4 ov), 5-281 (Navjot Sidhu, 43.2 ov), 6-296 (Ajay Jadeja, 45.4 ov), 7-306 (Nayan Mongia, 46.6 ov)",Silver Jubilee Independence Cup,"India , elected to field first",Sourav Ganguly,India won the best-of-3-finals 2-1,ODI no. 1279
Australia,South Africa,165,170/3 (28.2/50 ov),South Africa won by 7 wickets (with 130 balls remaining),"Fall of wickets: 1-3 (Stuart Law, 2.3 ov), 2-27 (Ricky Ponting, 9.1 ov), 3-46 (Jimmy Maher, 15.3 ov), 4-46 (Steve Waugh, 16.1 ov), 5-54 (Darren Lehmann, 18.3 ov), 6-70 (Adam Gilchrist, 24.4 ov), 7-93 (Michael Bevan, 29.2 ov), 8-108 (Brad Young, 34.3 ov), 9-164 (Ian Harvey, 47.6 ov), 10-165 (Paul Wilson, 48.2 ov)","Fall of wickets: 1-34 (Lance Klusener, 4.2 ov), 2-80 (Gary Kirsten, 15.2 ov), 3-100 (Jacques Kallis, 18.6 ov)",Australian Tri Series (CB Series),"Australia , elected to bat first",Allan Donald,1997/98,18 January 1998 - day/night match (50-over match)
Australia,New Zealand,251/4,253/6 (49.1/50 ov),New Zealand won by 4 wickets (with 5 balls remaining),"Fall of wickets: 1-51 (Mark Waugh, 12.2 ov), 2-65 (Tom Moody, 17.3 ov), 3-153 (Darren Lehmann, 34.1 ov), 4-246 (Ricky Ponting, 49.1 ov)","Fall of wickets: 1-25 (Craig Spearman, 6.6 ov), 2-26 (Nathan Astle, 8.1 ov), 3-42 (Bryan Young, 13.2 ov), 4-178 (Adam Parore, 41.4 ov), 5-219 (Craig McMillan, 45.1 ov), 6-226 (Chris Cairns, 46.2 ov)",Australian Tri Series (CB Series),"Australia , elected to bat first",Stephen Fleming,1997/98,"14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15"
Zimbabwe,Sri Lanka,207,210/5 (45.2/50 ov),Sri Lanka won by 5 wickets (with 28 balls remaining),"Fall of wickets: 1-1 (Andy Flower), 2-7 (Murray Goodwin), 3-67 (Grant Flower), 4-118 (Guy Whittall), 5-173 (Alistair Campbell), 6-180 (Paul Strang), 7-180 (Craig Wishart), 8-193 (Gavin Rennie), 9-198 (John Rennie), 10-207 (Andy Whittall)","Fall of wickets: 1-66 (Marvan Atapattu), 2-81 (Sanath Jayasuriya), 3-91 (Aravinda de Silva), 4-146 (Roshan Mahanama), 5-183 (Romesh Kaluwitharana)",Zimbabwe tour of Sri Lanka 1997/98,"Sri Lanka , elected to field first",Arjuna Ranatunga,ODI no. 1282,1997/98
South Africa,Australia,241/9,235 (49.5/50 ov),South Africa won by 6 runs,"Fall of wickets: 1-55 (Daryll Cullinan, 7.5 ov), 2-62 (Lance Klusener, 10.5 ov), 3-126 (Gary Kirsten, 24.2 ov), 4-137 (Jacques Kallis, 28.3 ov), 5-178 (Hansie Cronje, 37.2 ov), 6-186 (Jonty Rhodes, 39.4 ov), 7-203 (Pat Symcox, 44.1 ov), 8-210 (Brian McMillan, 45.6 ov), 9-241 (Shaun Pollock, 49.6 ov)","Fall of wickets: 1-15 (Mark Waugh, 4.1 ov), 2-37 (Adam Gilchrist, 8.2 ov), 3-95 (Ricky Ponting, 20.2 ov), 4-105 (Darren Lehmann, 23.4 ov), 5-206 (Steve Waugh, 43.4 ov), 6-221 (Michael Bevan, 45.5 ov), 7-231 (Ian Harvey, 48.2 ov), 8-233 (Paul Reiffel, 48.6 ov), 9-234 (Tom Moody, 49.1 ov), 10-235 (Shane Warne, 49.5 ov)",Australian Tri Series (CB Series),"South Africa , elected to bat first",Allan Donald,ODI no. 1283,1997/98
Zimbabwe,Sri Lanka,212/8,213/5 (48.2/50 ov),Sri Lanka won by 5 wickets (with 10 balls remaining),"Fall of wickets: 1-3 (Andy Flower), 2-108 (Grant Flower), 3-143 (Guy Whittall), 4-165 (Alistair Campbell), 5-187 (Craig Wishart), 6-203 (Paul Strang), 7-204 (Murray Goodwin), 8-212 (Heath Streak)","Fall of wickets: 1-76 (Sanath Jayasuriya), 2-118 (Marvan Atapattu), 3-127 (Aravinda de Silva), 4-194 (Roshan Mahanama), 5-212 (Arjuna Ranatunga)",Zimbabwe tour of Sri Lanka 1997/98,"Zimbabwe , elected to bat first",Murray Goodwin,ODI no. 1284,1997/98
South Africa,Australia,228/6,229/3 (41.5/50 ov),Australia won by 7 wickets (with 49 balls remaining),"Fall of wickets: 1-7 (Daryll Cullinan, 1.2 ov), 2-35 (Gary Kirsten, 10.2 ov), 3-55 (Jacques Kallis, 17.4 ov), 4-64 (Lance Klusener, 21.1 ov), 5-198 (Hansie Cronje, 45.4 ov), 6-211 (Shaun Pollock, 47.6 ov)","Fall of wickets: 1-51 (Mark Waugh, 9.6 ov), 2-177 (Adam Gilchrist, 33.5 ov), 3-184 (Ricky Ponting, 34.6 ov)",Australian Tri Series (CB Series),"South Africa , elected to bat first",Adam Gilchrist,ODI no. 1285,1997/98
Zimbabwe,Sri Lanka,281/6,286/6 (49/50 ov),Sri Lanka won by 4 wickets (with 6 balls remaining),"Fall of wickets: 1-82 (Craig Wishart), 2-114 (Murray Goodwin), 3-258 (Andy Flower), 4-264 (Grant Flower), 5-273 (Alistair Campbell), 6-274 (Guy Whittall)","Fall of wickets: 1-46 (Avishka Gunawardene), 2-87 (Naveed Nawaz), 3-160 (Sanath Jayasuriya), 4-233 (Ruwan Kalpage), 5-255 (Mahela Jayawardene), 6-266 (Romesh Kaluwitharana)",Zimbabwe tour of Sri Lanka 1997/98,"Zimbabwe , elected to bat first",Sanath Jayasuriya,Sri Lanka won the 3-match series 3-0,ODI no. 1286
Australia,South Africa,247/7,233 (48.1/50 ov),Australia won by 14 runs,"Fall of wickets: 1-11 (Adam Gilchrist, 5.2 ov), 2-58 (Mark Waugh, 15.2 ov), 3-79 (Darren Lehmann, 20.1 ov), 4-181 (Ricky Ponting, 40.2 ov), 5-210 (Steve Waugh, 44.6 ov), 6-210 (Tom Moody, 45.2 ov), 7-212 (Ian Harvey, 45.5 ov)","Fall of wickets: 1-25 (Gary Kirsten, 5.5 ov), 2-63 (Adam Bacher, 13.3 ov), 3-64 (Jacques Kallis, 13.5 ov), 4-72 (Hansie Cronje, 16.5 ov), 5-122 (Shaun Pollock, 29.2 ov), 6-139 (Jonty Rhodes, 31.5 ov), 7-191 (Lance Klusener, 42.1 ov), 8-202 (Pat Symcox, 44.2 ov), 9-204 (David Richardson, 45.1 ov), 10-233 (Brian McMillan, 48.1 ov)",Australian Tri Series (CB Series),"Australia , elected to bat first",Ricky Ponting,Australia won the best-of-3-finals 2-1,ODI no. 1287
New Zealand,Zimbabwe,248/7,208 (48.2/50 ov),New Zealand won by 40 runs,"Fall of wickets: 1-73 (Llorne Howell, 15.3 ov), 2-91 (Adam Parore, 19.4 ov), 3-107 (Nathan Astle, 23.5 ov), 4-144 (Stephen Fleming, 32.5 ov), 5-144 (Craig McMillan, 32.6 ov), 6-219 (Chris Cairns, 46.6 ov), 7-240 (Dion Nash, 49.3 ov)","Fall of wickets: 1-75 (Grant Flower, 18.6 ov), 2-75 (Craig Wishart, 19.3 ov), 3-90 (Murray Goodwin, 23.5 ov), 4-113 (Guy Whittall, 28.2 ov), 5-170 (Alistair Campbell, 39.4 ov), 6-182 (Paul Strang, 42.6 ov), 7-189 (Andy Flower, 43.4 ov), 8-190 (John Rennie, 43.6 ov), 9-191 (Andy Whittall, 45.2 ov), 10-208 (Pommie Mbangwa, 48.2 ov)",Zimbabwe tour of New Zealand 1997/98,"New Zealand , elected to bat first",Chris Harris,ODI no. 1288,1997/98
Zimbabwe,New Zealand,138,139/2 (28.2/50 ov),New Zealand won by 8 wickets (with 130 balls remaining),"Fall of wickets: 1-1 (Craig Wishart, 0.3 ov), 2-6 (Murray Goodwin, 2.4 ov), 3-7 (Andy Flower, 3.5 ov), 4-23 (Grant Flower, 11.2 ov), 5-48 (Alistair Campbell, 21.1 ov), 6-114 (Guy Whittall, 40.6 ov), 7-114 (Dirk Viljoen, 41.2 ov), 8-131 (Paul Strang, 47.1 ov), 9-133 (Heath Streak, 48.1 ov), 10-138 (John Rennie, 48.6 ov)","Fall of wickets: 1-18 (Llorne Howell, 4.6 ov), 2-121 (Nathan Astle, 26.1 ov)",Zimbabwe tour of New Zealand 1997/98,"New Zealand , elected to field first",Shayne O'Connor,ODI no. 1289,1997/98
New Zealand,Australia,212/7,215/3 (38.2/50 ov),Australia won by 7 wickets (with 70 balls remaining),"Fall of wickets: 1-40 (Nathan Astle, 8.6 ov), 2-104 (Llorne Howell, 25.4 ov), 3-109 (Adam Parore, 27.1 ov), 4-109 (Stephen Fleming, 27.3 ov), 5-119 (Craig McMillan, 32.5 ov), 6-136 (Chris Cairns, 38.4 ov), 7-202 (Chris Harris, 49.2 ov)","Fall of wickets: 1-146 (Mark Waugh, 25.6 ov), 2-173 (Tom Moody, 30.3 ov), 3-208 (Adam Gilchrist, 36.6 ov)",Australia tour of New Zealand 1997/98,"New Zealand , elected to bat first",Adam Gilchrist,ODI no. 1290,1997/98
Australia,New Zealand,297/6,231 (47.3/50 ov),Australia won by 66 runs,"Fall of wickets: 1-1 (Adam Gilchrist, 0.5 ov), 2-46 (Ricky Ponting, 9.2 ov), 3-168 (Darren Lehmann, 32.2 ov), 4-191 (Mark Waugh, 35.6 ov), 5-265 (Michael Bevan, 45.4 ov), 6-277 (Steve Waugh, 47.6 ov)","Fall of wickets: 1-1 (Llorne Howell, 1.2 ov), 2-82 (Nathan Astle, 17.1 ov), 3-86 (Stephen Fleming, 18.6 ov), 4-89 (Adam Parore, 19.6 ov), 5-132 (Chris Cairns, 29.3 ov), 6-142 (Craig McMillan, 32.1 ov), 7-193 (Dion Nash, 42.3 ov), 8-209 (Daniel Vettori, 45.4 ov), 9-219 (Chris Harris, 46.5 ov), 10-231 (Shayne O'Connor, 47.3 ov)",Australia tour of New Zealand 1997/98,"Australia , elected to bat first",Mark Waugh,ODI no. 1291,1997/98
